Ponto,Projeto,Equipe,Data/hora,Espécie,Poste,Área,Altura (m),DAP (cm),Acesso,Dist. BT (cm),Dist. MT (cm),Dist. AT (cm),Latitude,Longitude,Qtd fotos,Foto (link),Sincronizado
V20260909102107391038535,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:21:06",Outros,,URBANO,7.5,60,Sim,250,300,0,-9.3386983,-48.5352367,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909102107391038535F1.jpg,Não
V20260909102636374197330,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:26:35",Outros,,URBANO,4,35,Sim,50,300,0,-9.3405617,-48.53553,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909102636374197330F1.jpg,Não
V20260909103040179363608,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:30:39",Mangueira,,URBANO,8,200,Sim,150,150,0,-9.3422317,-48.5359967,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909103040179363608F1.jpg,Não
V20260909103358320539610,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:33:57",Outros,,URBANO,3.5,45,Sim,50,200,0,-9.3424633,-48.5361517,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909103358320539610F1.jpg,Não
V20260909103733917672723,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:37:33",Abacateiro,,URBANO,7,100,Não,200,250,0,-9.3422733,-48.5364417,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909103733917672723F1.jpg,Não
V20260909104018283061323,Rota Rio dos Bois,Enecol Centro,"09/09/2026, 10:40:17",Outros,,URBANO,6.5,45,Sim,0,300,0,-9.3422033,-48.5365817,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260909104018283061323F1.jpg,Não
