Ponto,Projeto,Equipe,Data/hora,Espécie,Poste,Área,Altura (m),DAP (cm),Acesso,Dist. BT (cm),Dist. MT (cm),Dist. AT (cm),Latitude,Longitude,Qtd fotos,Foto (link),Sincronizado
V20260902085017510913605,Rota Itacajá,Enecol Centro,"01/09/2026, 15:50:01",Oiti,839971,URBANO,5,65,Sim,300,300,0,-8.3955767,-47.774985,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085017510913605F1.jpg,Sim
V20260902085025207823034,Rota Itacajá,Enecol Centro,"01/09/2026, 15:50:49",Outros,839972,URBANO,8.5,50,Sim,150,300,0,-8.3955583,-47.7748833,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085025207823034F1.jpg,Sim
V20260902085033430735437,Rota Itacajá,Enecol Centro,"01/09/2026, 15:53:23",Outros,135404,URBANO,4,55,Sim,300,300,0,-8.3948367,-47.7747194,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085033430735437F1.jpg,Sim
V20260902085043030603015,Rota Itacajá,Enecol Centro,"01/09/2026, 15:54:32",Oiti,840638,URBANO,3.5,55,Sim,300,300,0,-8.3951626,-47.7746866,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085043030603015F1.jpg,Não
V20260902085112113616747,Rota Itacajá,Enecol Centro,"01/09/2026, 15:59:33",Mogno,843965,URBANO,6.5,60,Sim,50,300,0,-8.3959445,-47.7699694,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085112113616747F1.jpg,Não
V20260902085115812601003,Rota Itacajá,Enecol Centro,"01/09/2026, 16:00:15",Mogno,843965,URBANO,6.5,70,Sim,50,300,0,-8.3960474,-47.7699562,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085115812601003F1.jpg,Não
V20260902085123710284432,Rota Itacajá,Enecol Centro,"01/09/2026, 16:01:49",Mogno,843964,URBANO,4.5,65,Sim,300,300,0,-8.3963733,-47.76993,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085123710284432F1.jpg,Não
V20260902085134525719085,Rota Itacajá,Enecol Centro,"01/09/2026, 16:05:18",Mogno,140310,URBANO,4,50,Sim,300,300,0,-8.3978568,-47.767336,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085134525719085F1.jpg,Não
V20260902085143882544132,Rota Itacajá,Enecol Centro,"01/09/2026, 16:06:05",Oiti,140310,URBANO,4.5,50,Sim,300,300,0,-8.3979199,-47.7671586,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085143882544132F1.jpg,Não
V20260902085150878264825,Rota Itacajá,Enecol Centro,"01/09/2026, 16:07:05",Oiti,842031,URBANO,5.5,45,Sim,100,300,0,-8.3979723,-47.7668914,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085150878264825F1.jpg,Não
V20260902085158602845407,Rota Itacajá,Enecol Centro,"01/09/2026, 16:09:06",Mangueira,140348,URBANO,9.5,75,Sim,0,100,0,-8.3974374,-47.7665302,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085158602845407F1.jpg,Não
V20260902085205617862836,Rota Itacajá,Enecol Centro,"01/09/2026, 16:09:56",Outros,140348,URBANO,14,125,Sim,300,50,0,-8.39743,-47.7664917,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902085205617862836F1.jpg,Não
